a_text,a_source,label
"imf says coronavirus recession will be worse than 2008, as un appeals for aid for poorest economies",news_article,FACT
"'you must stay at home': boris johnson orders british shops closed, no gatherings in coronavirus lockdown",news_article,FACT
"china prepares to close borders to foreigners, fearing 2nd wave of covid-19",news_article,FACT
coronavirus puts a spotlight on the moral compass of america,news_article,FACT
sask. musicians getting creative in age of coronavirus,news_article,FACT
"wechu confirms 6th covid-19 case, first in a hospitalized patient",news_article,FACT
"new online tool to give london doctors, patients an edge in fight against covid-19",news_article,FACT
critical link in the food chain: grocery stores take measures to limit coronavirus spread,news_article,FACT
coronavirus risk to rare mountain gorillas prompts tourist bans,news_article,FACT
"workers to stay 'bunkered in' at water treatment plant in brandon, man., to ensure service during pandemic",news_article,FACT
eastern ontario leaders slam 'covidiots' as they declare states of emergency,news_article,FACT
global affairs working around the clock to get canadians home,news_article,FACT
slaight music donation doubles performing arts fund during coronavirus outbreak,news_article,FACT
sask. bureaucrat named top boss of alta. energy regulator,news_article,FACT
"b.c. announces 77 new coronavirus cases, bringing total to 348, as restaurants close province-wide",news_article,FACT
"'mom, what's the coronavirus?' ease kids' covid-19 fears with this comic-zine",news_article,FACT
"b.c. teachers, employer reach tentative deal on new collective agreement",news_article,FACT
dene nation survey suggests a fifth of its members could have severe complications from covid-19,news_article,FACT
alberta talk radio host deletes tweet with false claim that there's a 100% cure for coronavirus,news_article,FACT
cannes film festival postponed due to coronavirus,news_article,FACT
'rolling into quicksand': coronavirus outbreak leaves winnipeg airport virtually empty,news_article,FACT
coronavirus: here's what's happening in canada and around the world on march 21,news_article,FACT
how the pandemic could start inflaming wars around the world,news_article,FACT
michigan has its first death from coronavirus,news_article,FACT
a covid-19 glossary: what the terms mean and some subtle differences,news_article,FACT
italy's coronavirus death toll surpasses that of china,news_article,FACT
the latest coronavirus information in your part of canada,news_article,FACT
"b.c. announces 77 new coronavirus cases, bringing total to 348, as restaurants close province-wide",news_article,FACT
social distancing leads to london musician's coronavirus-inspired ep,news_article,FACT
trudeau rates higher than trump but lower than other world leaders in covid-19 polling,news_article,FACT
"alberta government grabs disaster funds for covid-19, agriculture relief",news_article,FACT
"b.c. announces 77 new coronavirus cases, bringing total to 348, as restaurants close province-wide",news_article,FACT
militarizing a pandemic: defence experts say idea of sending u.s. troops to border makes no sense,news_article,FACT
sask. emergency responders take precautions during coronavirus pandemic,news_article,FACT
coronavirus: here's what's happening in canada and around the world on march 20,news_article,FACT
,news_article,FACT
automakers shut north american plants over coronavirus fears,news_article,FACT
b.c. releases plan to provide safe supply of drugs during covid-19 pandemic,news_article,FACT
starbucks temporarily closing most locations in canada because of coronavirus,news_article,FACT
beware of coronavirus cons warns better business bureau,news_article,FACT
netflix to launch $100m relief fund for screen industry workers affected by coronavirus pandemic,news_article,FACT
b.c. 'soft-launches' coronavirus self-assessment tool,news_article,FACT
a dog has died after testing positive for coronavirus. should pets of covid-19 patients be quarantined?,news_article,FACT
'unprecedented': gun and ammunition sales spike amid coronavirus spread,news_article,FACT
td bank employees worry call centres are 'breeding ground' for covid-19,news_article,FACT
coronavirus concerns cancel regina woman's wedding plans twice,news_article,FACT
hospitals scramble to secure more ventilators amid coronavirus outbreak,news_article,FACT
n.b. covid-19 roundup: province braces for 'next big wave' of coronavirus,news_article,FACT
eurovision song contest cancelled for 2020 due to coronavirus,news_article,FACT
musicians give free online concerts amid coronavirus outbreak,news_article,FACT
windsor is immediately closing playgrounds amid the covid-19 pandemic,news_article,FACT
trump cancels june g7 meeting at camp david over coronavirus,news_article,FACT
"california, new york and illinois order residents to stay home to halt coronavirus",news_article,FACT
"'it's a perfect storm': global airlines face extreme headwinds over coronavirus losses, request bailout",news_article,FACT
orangeville declares 1st case of coronavirus,news_article,FACT
"'help is on the way' for renters during coronavirus crisis, says b.c. housing minister",news_article,FACT
coronavirus: here's what's happening in canada and the world march 19,news_article,FACT
covid-19 in ontario: 2nd coronavirus-related death appears to be community transmission,news_article,FACT
sask. court of queen's bench shutting down regular operations due to coronavirus,news_article,FACT
toyota to temporarily halt production at 2 ontario plants amid coronavirus outbreak,news_article,FACT
"amid coronavirus rout, is it time to shut down the stock market?",news_article,FACT
tsx and dow make gains thursday but coronavirus volatility continues,news_article,FACT
dog dies in hong kong after release from precautionary coronavirus quarantine,news_article,FACT
nac launches $100k relief fund for artists streaming concerts from home,news_article,FACT
hamilton provincial offences courts closed due to coronavirus,news_article,FACT
russia's coronavirus count under scrutiny as putin government denies hiding cases,news_article,FACT
alberta's economic decline will be the 'most severe' the province has ever seen: rbc,news_article,FACT
netanyahu's corruption trial postponed due to coronavirus,news_article,FACT
"$82b coronavirus emergency fund a welcome relief to winnipeg's small businesses, employees",news_article,FACT
"daycares, preschools to close after friday in response to coronavirus, manitoba premier says",news_article,FACT
p.e.i. gas prices down double digits amid coronavirus pandemic,news_article,FACT
"coronavirus can persist on surfaces for days, new study says",news_article,FACT
how ready are london's hospitals for coronavirus cases?,news_article,FACT
cbc temporarily replaces local evening tv news amid coronavirus pandemic,news_article,FACT
"16 manitoba coronavirus cases believed travel-related, health officials still investigating 17th",news_article,FACT
medical students form army of 'caremongers' during coronavirus crisis,news_article,FACT
"this st. patrick's day, be 'irish from home' despite coronavirus cancellations",news_article,FACT
coronavirus: here's what's happening in canada and around the world on march 18,news_article,FACT
stratford festival cancels performances amid coronavirus spread,news_article,FACT
waterloo region confirms 4th case of coronavirus,news_article,FACT
western university postpones spring convocation,news_article,FACT
air north to lay off more than half of its employees,news_article,FACT
"b.c. announces 45 new coronavirus cases, bringing total to 231",news_article,FACT
loonie dips below 70 cents us as coronavirus impact lingers,news_article,FACT
"auto manufacturers push for factory restarts amid covid-19 pandemic, unions not so sure",news_article,FACT
spring break suggestions in the time of coronavirus,news_article,FACT
schools in saskatchewan to close friday to prevent coronavirus spread,news_article,FACT
"'look, this is serious:' idris elba tests positive for coronavirus",news_article,FACT
coronavirus: what's happening in canada and around the world march 14,news_article,FACT
trump declares national emergency to contain coronavirus,news_article,FACT
b.c. defines essential services in fight against covid-19,news_article,FACT
coronavirus: here's what's happening in canada and around the world on march 17,news_article,FACT
alberta reports 23 new coronavirus cases over past 24 hours,news_article,FACT
"alberta's chief medical health officer in self-isolation, gets coronavirus test",news_article,FACT
volkswagen to shutter most factories in europe for 2 weeks due to coronavirus,news_article,FACT
"city hall to waive interest, penalties on unpaid taxes for 30 days to help coronavirus hardship",news_article,FACT
seeking calm in the coronavirus storm: how one winnipegger copes while aging family stuck in philippines,news_article,FACT
liberal mp kamal khera pleads for people to stay home after testing positive for covid-19,news_article,FACT
coronavirus: here's what's happening in canada and around the world on march 16,news_article,FACT
'time for grieving:' theatre community takes kicking from coronavirus,news_article,FACT
brewer arena to become coronavirus screening centre,news_article,FACT
sophie grégoire trudeau tests positive for coronavirus,news_article,FACT
how to self-isolate during the coronavirus crisis,news_article,FACT
will warmer weather help stop coronavirus? surge in southeast asia raises doubts,news_article,FACT
how to self-isolate during the coronavirus crisis,news_article,FACT
covid-19 unknowns leave economy dazed and wobbly: don pittis,news_article,FACT
"b.c. announces 40 new coronavirus cases, bringing total to 271 with 1 new death",news_article,FACT
words of calm and consolation during the coronavirus crisis,news_article,FACT
european nations grapple with a united plan to combat coronavirus,news_article,FACT
european nations grapple with a united plan to combat coronavirus,news_article,FACT
juno awards cancelled over coronavirus concerns,news_article,FACT
online booking for alberta parks campsites opens with warnings around coronavirus,news_article,FACT
"online screening tool for coronavirus up and running in manitoba, chief nursing officer says",news_article,FACT
to canvass or not to canvass? coronavirus has some ward 7 candidates changing course,news_article,FACT
to canvass or not to canvass? coronavirus has some ward 7 candidates changing course,news_article,FACT
4 u.s. primaries to go ahead tuesday despite coronavirus outbreak,news_article,FACT
"ubcic, fort st. john city councillors call for shutdown of site c project during covid-19",news_article,FACT
"2 coronavirus infections reported in michigan, governor says",news_article,FACT
"alberta looking to free up 2,250 hospital beds for covid-19 patients, ahs official says",news_article,FACT
197 sask. doctors sign open letter asking businesses to do more to stop coronavirus spread,news_article,FACT
ottawa records 1st case of coronavirus,news_article,FACT
lhsc ramps down non-emergent care to focus on coronavirus,news_article,FACT
tsx and dow jones lose another 10% as coronavirus sell-off continues,news_article,FACT
"hey kids, we want your voice on saskatoon morning!",news_article,FACT
how to support children's mental health during the coronavirus pandemic,news_article,FACT
"firefighters at locked down winnipeg station weren't exposed to coronavirus, police say",news_article,FACT
ontarians call for malls to close as coronavirus continues to spread,news_article,FACT
quebec workers in isolation due to coronavirus to receive $573 weekly,news_article,FACT
"coronavirus trade slowdowns like 'an anaconda squeezing' for manitoba businesses, says manufacturers' group",news_article,FACT
coachella music festival postponed over coronavirus concerns,news_article,FACT
vancouver's ted conference postponed amid coronavirus fears,news_article,FACT
ontarians call for malls to close as coronavirus continues to spread,news_article,FACT
quebec workers in isolation due to coronavirus to receive $573 weekly,news_article,FACT
coachella music festival postponed over coronavirus concerns,news_article,FACT
vancouver's ted conference postponed amid coronavirus fears,news_article,FACT
"coronavirus trade slowdowns like 'an anaconda squeezing' for manitoba businesses, says manufacturers' group",news_article,FACT
coronavirus q&a: your questions answered by an infectious disease doctor,news_article,FACT
"hasidic community mourns death of outremont man, first montrealer killed by covid-19",news_article,FACT
"hasidic community mourns death of outremont man, first montrealer killed by covid-19",news_article,FACT
b.c. patients wait to see if long-awaited surgeries will be cancelled amid coronavirus measures,news_article,FACT
"more needs to be done to help homeless during coronavirus outbreak, winnipeg shelter head says",news_article,FACT
sunday scrum: federal response to the coronavirus outbreak,news_article,FACT
"ubcic, fort st. john city councillors call for shutdown of site c project during covid-19",news_article,FACT
can you have coronavirus and not feel sick? a doctor answers your covid-19 questions,news_article,FACT
"winnipeg closing city libraries, pools, rec centres as of monday amid coronavirus concerns",news_article,FACT
trying to ward off the coronavirus? what products help and what may be a waste of money,news_article,FACT
why health experts advise cancelling cruises amid coronavirus,news_article,FACT
places of worship find ways to keep community connected during fight against coronavirus,news_article,FACT
"hsr buses now free to ride, passengers must enter from rear doors due to coronavirus",news_article,FACT
tsx loses another 8% as canadian oil price falls to lowest level on record,news_article,FACT
cbsa officer at toronto's pearson airport tests positive for coronavirus,news_article,FACT
coronavirus: what's happening in canada and around the world march 15,news_article,FACT
respiratory therapists are at centre of covid-19's 'emotional toll',news_article,FACT
saskatchewan science centre temporarily closed as coronavirus spread continues,news_article,FACT
how coronavirus is colouring the u.s. presidential campaign,news_article,FACT
how to talk to children and address their coronavirus concerns,news_article,FACT
dalhousie researchers get $1.9m to study coronavirus,news_article,FACT
"attractions closed, events cancelled as winnipeg organizations respond to coronavirus",news_article,FACT
new presumptive case of coronavirus in quebec,news_article,FACT
louvre museum in paris is closing due to coronavirus,news_article,FACT
"sandy bay ojibway first nation shuts down school, daycare to prevent coronavirus spread",news_article,FACT
coronavirus: here's what's happening in canada and around the world on march 13,news_article,FACT
evidence concludes at kalen schlatter murder trial amid coronavirus concerns,news_article,FACT
some religious services cancelled as a result of coronavirus,news_article,FACT
"homemade face masks look nice but won't prevent covid-19, says manitoba doctor",news_article,FACT
2 more cases of coronavirus confirmed in waterloo region,news_article,FACT
some religious services cancelled as a result of coronavirus,news_article,FACT
'this isn't something you want to get': saskatoon man details what it's like to get sick from covid-19,news_article,FACT
2 more cases of coronavirus confirmed in waterloo region,news_article,FACT
'a big gamble': u.k. government faces criticism over its coronavirus plan,news_article,FACT
'this is why you see panic buying:' london shoppers denude store shelves of - toilet paper?,news_article,FACT
artist finds muse in coronavirus quarantine,news_article,FACT
"europe, russia postpone mars rover mission amid coronavirus travel restrictions",news_article,FACT
'rest assured': mayor urges calm as winnipeg sees 1st presumptive coronavirus case,news_article,FACT
"winnipeg transit disinfecting buses, getting new equipment to fight coronavirus",news_article,FACT
mun international students helping one another amid coronavirus isolation advice,news_article,FACT
"9 new coronavirus detected in b.c., bringing total to 73",news_article,FACT
how to keep your kids healthy and anxiety-free during the coronavirus outbreak,news_article,FACT
how to prevent and cope with anxiety surrounding coronavirus,news_article,FACT
b.c. braces for economic impact as coronavirus cancellations pile up,news_article,FACT
vancouver production of riverdale suspended over possible coronavirus exposure,news_article,FACT
"vaisakhi, 4/20 among major b.c. events cancelled to slow spread of coronavirus",news_article,FACT
extra cleaning efforts to fight coronavirus ignored by winnipeg transit,news_article,FACT
"cornwall, ont., coronavirus quarantine has ended",news_article,FACT
is the coronavirus ravaging your investment portfolio? here's what you need to know,news_article,FACT
extra cleaning efforts to fight coronavirus ignored by winnipeg transit,news_article,FACT
winnipeg homelessness groups to hold emergency meeting about coronavirus,news_article,FACT
"no confirmed coronavirus cases in windsor and risk remains low, says health unit",news_article,FACT
overreacting in response to coronavirus pandemic 'just as harmful as underreacting': health expert,news_article,FACT
"66 new cases of covid-19 identified in b.c., bringing total to 725",news_article,FACT
"winnipeggers offer to help get groceries, supplies for those at high risk during coronavirus pandemic",news_article,FACT
"number of cases of coronavirus in alberta grows to 29, all travel-related",news_article,FACT
"schools closed, public gatherings restricted in global effort to fight covid-19 pandemic",news_article,FACT
"watch cbc ottawa's local daily for thursday, march 26",news_article,FACT
"no large gatherings in waterloo region, testing for coronavirus to change, health officials say",news_article,FACT
"actors tom hanks, rita wilson say they have tested positive for coronavirus",news_article,FACT
worried about eviction? not sure if you can evict someone? here's where things stand in alberta,news_article,FACT
border guards' union worried not enough coronavirus screening at ports of entry,news_article,FACT
"city of regina laying off 360 casual staff, not recalling 500 seasonal employees",news_article,FACT
"don't line up for coronavirus testing without calling 811 first, health officials say",news_article,FACT
vancouver police report recent spike in commercial break-ins as businesses close,news_article,FACT
"this nunavut mom came to yellowknife to give birth. now, her family's stuck and self-isolating",news_article,FACT
coronavirus cases in michigan force changes at state universities,news_article,FACT
winnipegger stuck in italy as country put in lockdown to contain coronavirus,news_article,FACT
"british budget confronts challenges of coronavirus, post-brexit economy",news_article,FACT
manitoba government staff at same conference as man now confirmed with coronavirus,news_article,FACT
coronavirus forces changes to winnipeg student trips,news_article,FACT
visitor restrictions begin saturday as windsor-essex hospitals take coronavirus precautions,news_article,FACT
"pope, conducting mass alone, urges priests to minister to coronavirus sick",news_article,FACT
"7 new coronavirus cases found in b.c., including 2 health-care workers",news_article,FACT
5 new confirmed cases of covid-19 in ottawa thursday,news_article,FACT
all public schools in seattle closed for at least 2 weeks amid coronavirus fears,news_article,FACT
princess cruises halts operations for 60 days due to coronavirus,news_article,FACT
"watch cbc ottawa's local daily for thursday, march 26",news_article,FACT
"city of regina laying off 360 casual staff, not recalling 500 seasonal employees",news_article,FACT
how covid-19 shutdowns have affected the animal kingdom,news_article,FACT
how covid-19 could hit the doug ford government's budget,news_article,FACT
vancouver police report recent spike in commercial break-ins as businesses close,news_article,FACT
"this nunavut mom came to yellowknife to give birth. now, her family's stuck and self-isolating",news_article,FACT
"local olympic hopefuls staying focused, despite coronavirus threat",news_article,FACT
2nd and 3rd presumptive cases of coronavirus identified in manitoba,news_article,FACT
european banks offer relief to mortgage holders as coronavirus quarantines wallop incomes,news_article,FACT
ontario confirms 2 more coronavirus cases,news_article,FACT
6th coronavirus death confirmed in washington state,news_article,FACT
'pandemic ventilator' could offer solution in potential 'worst case' coronavirus scenario,news_article,FACT
'pandemic ventilator' could offer solution in potential 'worst case' coronavirus scenario,news_article,FACT
some supplies running low as coronavirus fears grow,news_article,FACT
lobster buyers call for shutdown of n.s. fishery as coronavirus guts world markets,news_article,FACT
sophie grégoire trudeau's coronavirus infection comes after attending u.k. event,news_article,FACT
coronavirus link sends 130 oilsands workers back to edmonton after 3-hour impasse,news_article,FACT
windsor couple disembarks cruise ship that endured coronavirus scare,news_article,FACT
"jeopardy, wheel of fortune, dr. phil cancel live audiences amid coronavirus outbreak",news_article,FACT
how one windsor resident spent 14 days under a coronavirus self-quarantine,news_article,FACT
how seniors in vancouver are coping with coronavirus threat,news_article,FACT
trump pitches his coronavirus payroll tax break to congress,news_article,FACT
king's university cancels international trips for students over coronavirus fears,news_article,FACT
"n.b. covid-19 roundup: up to 30,000 layoffs so far as confirmed cases climb to 33",news_article,FACT
canada 'strongly opposed' to u.s. stationing troops near shared border,news_article,FACT
king's university cancels international trips for students over coronavirus fears,news_article,FACT
trump pitches his coronavirus payroll tax break to congress,news_article,FACT
moncton woman shares her atypical personal experience with covid-19,news_article,FACT
canadian film and tv academy postpones family fan day due to coronavirus,news_article,FACT
alberta seeks balance in visitor policy for seniors homes after b.c. coronavirus death,news_article,FACT
canada 'strongly opposed' to u.s. stationing troops near shared border,news_article,FACT
10 public health workers in the eastern townships test positive for covid-19,news_article,FACT
will you get paid if you self-isolate for coronavirus? it depends,news_article,FACT
moncton woman shares her atypical personal experience with covid-19,news_article,FACT
sask. updates coronavirus recommendations as spread continues elsewhere,news_article,FACT
fda warns ontario clinic for selling products claiming to 'treat or prevent' coronavirus,news_article,FACT
media banned from jets locker room amid coronavirus fears,news_article,FACT
n.b. coronavirus roundup: international travellers barred from long-term care homes,news_article,FACT
cbc montreal news at 6 returning to cbc-tv friday,news_article,FACT
travelling during the coronavirus outbreak? here's what you need to know right now,news_article,FACT
stock markets close higher as investors shake off coronavirus fears — for now,news_article,FACT
guelph general hospital says ward has outbreak of covid-19,news_article,FACT
stock markets close higher as investors shake off coronavirus fears — for now,news_article,FACT
covid-19 calls to 911 now outnumber other emergency calls in b.c. — but many are driven by fear,news_article,FACT
ontario confirms 3 new positive cases of coronavirus,news_article,FACT
partying on ezra? here's what you need to know about coronavirus,news_article,FACT
coronavirus adds new importance to premiers' health care demands ahead of first ministers meeting,news_article,FACT
city of calgary cancels safety expo due to coronavirus concerns,news_article,FACT
international school trips for p.e.i. students cancelled over coronavirus fears,news_article,FACT
tim hortons is scrapping roll up the rim cups due to the coronavirus,news_article,FACT
tim hortons scraps roll up the rim contest cups amid coronavirus fears,news_article,FACT
tim hortons scraps roll up the rim contest cups amid coronavirus fears,news_article,FACT
"flight cancelled from covid-19? airlines owe you a voucher — but not a refund, cta says",news_article,FACT
amazing race suspends filming over coronavirus fears,news_article,FACT
two alberta covid-19 patients admitted into intensive care as province announces 10 new coronavirus cases,news_article,FACT
"windsor travel agents field many coronavirus cancellations, while also booking bargain trips",news_article,FACT
6 die in italy prison riot over anti-coronavirus measures,news_article,FACT
"coronavirus-driven stockpiling a natural but unnecessary urge, calgary psych prof says",news_article,FACT
lost passport prevented n.s. student from visiting wuhan just before coronavirus outbreak,news_article,FACT
'business as usual' on p.e.i. as coronavirus concerns cause cancellations elsewhere,news_article,FACT
lost passport prevented n.s. student from visiting wuhan just before coronavirus outbreak,news_article,FACT
"coronavirus-driven stockpiling a natural but unnecessary urge, calgary psych prof says",news_article,FACT
2 canadian insurance companies stop covering coronavirus-related trip cancellations,news_article,FACT
"'bigger things' than hockey, sask. gm says as coronavirus concerns cancel minor hockey across canada",news_article,FACT
sask. covid-19 case details expand after premier scott moe pledges more transparency,news_article,FACT
islanders travelling out of country urged to take coronavirus precautions,news_article,FACT
brazil confirms 1st coronavirus case in latin america,news_article,FACT
"oil plunge, coronavirus fears prompt panic selling on stock markets",news_article,FACT
"coronavirus-stricken grand princess cleared to dock in oakland, calif.",news_article,FACT
"coronavirus-stricken grand princess cleared to dock in oakland, calif.",news_article,FACT
tim hortons scraps roll up the rim contest cups amid coronavirus fears,news_article,FACT
"before and after: world landmarks empty amid coronavirus closures, quarantines",news_article,FACT
a handshake-free convocation and sanitizing stations: how local universities are responding to coronavirus,news_article,FACT
"t&t supermarket employee gets covid-19, prompting closures of store and pacific place mall",news_article,FACT
"b.c. ramps up coronavirus response, activates provincial pandemic co-ordination plan",news_article,FACT
'nobody trusts': iranian ex-pats worry coronavirus back home worse than reported,news_article,FACT
"support coming for canadians quarantined due to coronavirus, finance minister says",news_article,FACT
what happens if a case of coronavirus emerges at a canadian school?,news_article,FACT
what you need to know now about coronavirus: 2nd evacuation plane lands at cfb trenton,news_article,FACT
"true north cancels events at bell mts place, burton cummings theatre amid fears of coronavirus",news_article,FACT
"'we're in uncharted territories': some events cancelled, postponed as coronavirus spreads",news_article,FACT
'i'll always tell you the truth': biden calls for national response to coronavirus outbreak,news_article,FACT
louvre museum reopens after staff walkout over coronavirus fears,news_article,FACT
'shocked and disappointed': arctic winter games cancelled due to coronavirus concerns,news_article,FACT
still 0 confirmed coronavirus cases in sask. after latest week of testing,news_article,FACT
"manitoba musicians face show cancellations abroad, including massive sxsw festival, amid coronavirus fears",news_article,FACT
6 more positive cases of covid-19 discovered in ontario,news_article,FACT
still 0 confirmed coronavirus cases in sask. after latest week of testing,news_article,FACT
"manitoba musicians face show cancellations abroad, including massive sxsw festival, amid coronavirus fears",news_article,FACT
6 more positive cases of covid-19 discovered in ontario,news_article,FACT
provincial borders won't be barriers for doctors if coronavirus hits some areas worse than others,news_article,FACT
presumptive case of covid-19 reported in edmonton,news_article,FACT
4th case of coronavirus in ontario confirmed,news_article,FACT
ontario now investigating 102 people for potential exposure to coronavirus,news_article,FACT
coronavirus prompts tvdsb to cancel 8 school trips to europe,news_article,FACT
wedding planners warning of delays due to coronavirus,news_article,FACT
sudburians not rushing to stockpile despite coronavirus concerns,news_article,FACT
"b.c.'s 13th coronavirus patient in critical condition, officials announce",news_article,FACT
vido-intervac awarded $1 million to develop coronavirus vaccine,news_article,FACT
coronavirus impact on global economy may jeopardize alberta's balanced-budget plans: kenney,news_article,FACT
sudburians not rushing to stockpile despite coronavirus concerns,news_article,FACT
coronavirus impact on global economy may jeopardize alberta's balanced-budget plans: kenney,news_article,FACT
costco sales surge 11% as coronavirus fear prompts stockpiling,news_article,FACT
"federal budget will focus on coronavirus response, climate change",news_article,FACT
yellowknife couple faces coronavirus on both sides of the world,news_article,FACT
coronavirus fears putting a damper on cruise bookings,news_article,FACT
"8 more cases of covid-19 identified in b.c., including 1 of unknown origin",news_article,FACT
why some experts are questioning china's coronavirus claims,news_article,FACT
coronavirus takes bite out of clearwater's seafood sales to china,news_article,FACT
businesses in b.c. 'feeling the pinch' of coronavirus outbreak on global markets,news_article,FACT
former sudburians living abroad reflect on covid-19 pandemic,news_article,FACT
"risk of coronavirus remains low in sask., but fearful patients could fill hospitals: psychologist",news_article,FACT
australian stores ration toilet paper amid coronavirus panic buying,news_article,FACT
"montreal, quebec city transit agencies reduce services as ridership plummets",news_article,FACT
businesses in b.c. 'feeling the pinch' of coronavirus outbreak on global markets,news_article,FACT
"risk of coronavirus remains low in sask., but fearful patients could fill hospitals: psychologist",news_article,FACT
australian stores ration toilet paper amid coronavirus panic buying,news_article,FACT
coronavirus prompts oma to 'urgently' ask doctors to join virtual medicine network,news_article,FACT
7 new cases of coronavirus found in b.c. as top doctor calls for increased social distancing,news_article,FACT
"ontario confirms 3 new cases of coronavirus, bringing total to 23 in province",news_article,FACT
"b.c.'s 13th coronavirus patient in critical condition, officials announce",news_article,FACT
"b.c.'s 13th coronavirus patient in critical condition, officials announce",news_article,FACT
charlottetown low on hand sanitizer as people brace for coronavirus,news_article,FACT
essex pharmacist dispels myths of coronavirus for concerned customers,news_article,FACT
'this isn't the zombie apocalypse': doctor shares tips on preparing for coronavirus,news_article,FACT
"more rate cuts possible if coronavirus impact worsens, poloz says",news_article,FACT
homeless montrealers tested for covid-19 will be housed in hotel for now,news_article,FACT
"gatineau couple who got coronavirus on cruise ship to come home, daughter says",news_article,FACT
